...1,date,audience,creative_family,creative_version,platform,ad_format,campaign_traffic,total_sessions,total_bounces,total_duration,days_away,latest_report
2463,2022-09-14,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,2,0,0,47,0
2464,2022-06-18,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,4,0,139,135,0
2465,2022-05-24,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0,160,0
2466,2022-08-06,4,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,86,0
2467,2022-05-06,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,21,178,0
2468,2022-09-27,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,15,0,0,34,0
2469,2022-09-15,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0,46,0
2470,2022-06-11,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0,142,0
2471,2022-05-05,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,179,0
2472,2022-09-20,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0,41,0
2473,2022-10-15,1,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,16,0
2474,2022-08-16,1,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,76,0
2475,2022-09-21,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,7,0,0,40,0
2476,2022-10-28,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0,3,1
2477,2022-04-27,6,CloserTwins,OTT_15QR,OTT,Video,Campaign,1,0,0,187,0
2478,2022-06-07,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,146,0
2479,2022-08-18,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,2,0,0,74,0
2480,2022-08-25,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,0,67,0
2481,2022-05-30,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,3,0,0,154,0
2482,2022-05-12,2,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0,172,0
2483,2022-04-18,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,4,0,0,196,0
2484,2022-09-26,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0,35,0
2485,2022-06-14,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,14,0,0,139,0
2486,2022-09-05,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,56,0
2487,2022-05-28,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,9,0,0,156,0
2488,2022-08-08,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0,84,0
2489,2022-04-29,3,UnfairAdvantage,All,Facebook,Carousel,Campaign,2,0,0,185,0
2490,2022-07-02,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,1,0,0,121,0
2491,2022-09-24,1,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,37,0
2492,2022-04-26,4,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,4,0,0,188,0
2493,2022-06-29,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,124,0
2494,2022-07-21,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0,102,0
2495,2022-09-21,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,4,0,1,40,0
2496,2022-08-04,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,8,0,0,88,0
2497,2022-04-22,3,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,192,0
2498,2022-08-19,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,3,73,0
2499,2022-09-12,5,CloserTwins,Competitors,Domain Display,NA,Campaign,4,0,251,49,0
2500,2022-10-14,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,16,0,0,17,0
2501,2022-05-10,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0,174,0
2502,2022-05-15,2,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0,169,0
2503,2022-09-15,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,132,0,16077.9999999999,46,0
2504,2022-05-03,2,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0,181,0
2505,2022-06-25,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,193,128,0
2506,2022-05-17,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,167,0
2507,2022-09-16,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,21,0,0,45,0
2508,2022-04-26,1,CloserTwins,Cutdown1B,LinkedIn,Video,Campaign,1,0,320,188,0
2509,2022-08-31,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,3,61,0
2510,2022-09-20,4,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,0,41,0
2511,2022-10-10,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,22,22,0,21,0
2512,2022-06-07,1,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,146,0
2513,2022-08-11,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,81,0
2514,2022-05-15,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,5,0,261,169,0
2515,2022-09-26,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,0,35,0
2516,2022-05-11,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,0,173,0
2517,2022-05-15,1,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,169,0
2518,2022-08-02,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,90,0
2519,2022-10-08,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,13,0,0,23,0
2520,2022-05-12,5,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0,172,0
2521,2022-10-05,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,1077,26,0
2522,2022-06-18,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,3,0,10.9999999999999,135,0
2523,2022-09-21,4,UnfairAdvantage,1099,User ID Display,NA,Campaign,13,0,0,40,0
2524,2022-05-04,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,180,0
2525,2022-10-17,3,UnfairAdvantage,1099,User ID Display,Single image,Campaign,12,0,0,14,0
2526,2022-10-19,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,10,0,0,12,1
2527,2022-08-18,4,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,74,0
2528,2022-08-29,3,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,63,0
2529,2022-07-11,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,54,112,0
2530,2022-05-26,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,2,0,5,158,0
2531,2022-07-12,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0,111,0
2532,2022-08-04,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,13,0,0,88,0
2533,2022-07-05,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,118,0
2534,2022-07-21,5,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0,102,0
2535,2022-06-27,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,7,0,0,126,0
2537,2022-07-25,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,6,0,50,98,0
2538,2022-08-21,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,71,0
2539,2022-07-29,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,5,0,0,94,0
2540,2022-09-20,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,27,0,0,41,0
2541,2022-08-24,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,17,68,0
2542,2022-08-27,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,1,0,0,65,0
2543,2022-09-10,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,15,0,0,51,0
2544,2022-09-16,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,22,0,0,45,0
2545,2022-08-07,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,4,0,13,85,0
2546,2022-06-01,1,CloseFaster,3steps,Facebook,Single image,Campaign,1,0,0,152,0
2547,2022-09-10,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,27,0,39.9999999999999,51,0
2548,2022-10-23,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,13,0,0,8,1
2549,2022-05-21,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,163,0
2550,2022-10-12,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0,19,0
2551,2022-09-12,NA,UnfairAdvantage,1099,User ID Display,NA,Campaign,1,0,0,49,0
2552,2022-06-13,1,CloserTwins,Cutdown1B,Facebook,Video,Campaign,3,0,0,140,0
2553,2022-08-19,NA,(not set),NA,NA,NA,General traffic,1647,255,631669.999999999,73,0
2554,2022-05-25,2,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,159,0
2555,2022-06-09,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,144,0
2556,2022-06-14,NA,newsletter,300x250,NA,NA,General traffic,1,0,0,139,0
2557,2022-10-12,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,19,0
2558,2022-07-13,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,110,0
2559,2022-05-09,NA,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,2,0,29,175,0
2560,2022-05-30,5,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,3,0,112,154,0
2561,2022-06-25,1,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,128,0
2562,2022-08-09,5,CloserTwins,Faster,Domain Display,NA,Campaign,1,0,161,83,0
2563,2022-10-06,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,25,0
2564,2022-10-19,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,9,0,159,12,1
2565,2022-07-04,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,119,0
2566,2022-10-18,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,85,0,5080.99999999999,13,1
2567,2022-04-30,4,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0,184,0
2568,2022-06-25,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,27,0,2342.99999999999,128,0
2569,2022-08-21,6,SEM Ads,We Are America's CDFI,Google SEM,CPC,Campaign,1,0,0,71,0
2570,2022-04-28,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,186,0
2571,2022-07-31,5,CloserTwins,interactive,Domain Display,NA,Campaign,1,1,0,92,0
2572,2022-08-23,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,69,0
2573,2022-09-02,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0,59,0
2574,2022-10-05,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,26,0
2575,2022-06-30,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,123,0
2576,2022-08-21,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,71,0
2577,2022-10-24,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,14,0,0,7,1
2578,2022-05-29,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,155,0
2579,2022-06-08,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,7,0,0,145,0
2580,2022-07-30,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,6,0,0,93,0
2581,2022-10-29,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,49,0,1497,2,1
2582,2022-07-23,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,2,0,0,100,0
2583,2022-05-17,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,167,0
2584,2022-10-25,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,4,0,0,6,1
2585,2022-06-08,3,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,145,0
2586,2022-05-30,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,12,0,0,154,0
2587,2022-09-22,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0,39,0
2588,2022-10-19,4,UnfairAdvantage,one_page,Domain Display,NA,Campaign,29,0,2042.99999999999,12,1
2589,2022-09-09,3,UnfairAdvantage,one_page,User ID Display,NA,Campaign,16,0,0,52,0
2590,2022-06-14,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,139,0
2591,2022-07-07,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,0,116,0
2592,2022-08-09,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,7,0,134,83,0
2593,2022-05-06,3,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,2,0,0,178,0
2594,2022-08-04,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0,88,0
2595,2022-09-13,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,1716,48,0
2596,2022-10-28,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,58,0,8395.99999999999,3,1
2597,2022-08-13,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,3,0,0,79,0
2598,2022-06-13,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,140,0
2599,2022-07-04,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0,119,0
2600,2022-05-30,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,154,0
2601,2022-10-14,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,17,0
2602,2022-07-25,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,98,0
2603,2022-08-16,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,5,0,0,76,0
2604,2022-10-24,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,12,0,299.999999999999,7,1
2605,2022-08-07,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0,85,0
2606,2022-04-25,4,CloserTwins,Faceoff1,LinkedIn,Video,Campaign,1,0,0,189,0
2607,2022-06-27,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,3,0,1958,126,0
2608,2022-07-11,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,4,0,0,112,0
2609,2022-05-01,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,183,0
2610,2022-07-06,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,3,117,0
2611,2022-04-15,6,Trade Media Ads,Rate Lock,Trade Media,NA,Campaign,1,0,0,199,0
2612,2022-07-07,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,116,0
2613,2022-07-14,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,5,0,19,109,0
2614,2022-04-14,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,10,0,194,200,0
2615,2022-09-06,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,2,0,0,55,0
2616,2022-06-03,1,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,150,0
2617,2022-05-09,3,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,2,0,87,175,0
2618,2022-06-30,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,123,0
2619,2022-08-09,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,11,0,831.999999999999,83,0
2620,2022-08-14,NA,(not set),NA,NA,NA,General traffic,185,33,25975.9999999999,78,0
2621,2022-05-20,1,UnfairAdvantage,one_page,Facebook,Single image,Campaign,1,0,0,164,0
2622,2022-04-25,2,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,189,0
2623,2022-06-26,NA,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,127,0
2624,2022-09-15,2,UnfairAdvantage,one_page,User ID Display,NA,Campaign,5,0,0,46,0
2625,2022-04-20,1,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,827,194,0
2626,2022-07-22,2,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0,101,0
2627,2022-05-16,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0,168,0
2628,2022-08-08,2,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,6,0,0,84,0
2629,2022-08-13,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,16,0,0,79,0
2630,2022-09-29,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,13,0,379.999999999999,32,0
2631,2022-10-21,3,UnfairAdvantage,one_page,User ID Display,NA,Campaign,14,0,1066.99999999999,10,1
2632,2022-05-02,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,4,0,0,182,0
2633,2022-07-13,1,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,110,0
2634,2022-07-30,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,7,0,0,93,0
2635,2022-08-05,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,87,0
2636,2022-10-30,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,16,0,20.9999999999999,1,1
2637,2022-10-27,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,4,1
2638,2022-04-27,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,1,0,0,187,0
2639,2022-10-29,NA,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,2,1
2640,2022-06-17,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,2,0,0,136,0
2641,2022-07-21,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,102,0
2642,2022-09-06,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,55,0
2643,2022-07-13,4,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0,110,0
2644,2022-09-28,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,27,33,0
2645,2022-05-16,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,168,0
2646,2022-09-29,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,32,0
2647,2022-05-10,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,27,174,0
2648,2022-06-21,2,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,132,0
2649,2022-07-31,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0,92,0
2650,2022-10-06,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,125,0,11323.9999999999,25,0
2651,2022-06-13,4,CloserTwins,interactive,Domain Display,NA,Campaign,4,0,1,140,0
2652,2022-07-03,NA,(not set),NA,NA,NA,General traffic,243,28,26336.9999999999,120,0
2653,2022-07-15,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,9,0,934,108,0
2654,2022-08-05,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,8,0,0,87,0
2655,2022-04-22,5,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0,192,0
2656,2022-07-17,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,4,0,0,106,0
2657,2022-08-10,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,82,0
2658,2022-08-22,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,11,0,0,70,0
2659,2022-05-07,1,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,1,0,0,177,0
2660,2022-05-25,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,159,0
2661,2022-07-17,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,106,0
2662,2022-09-17,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,44,0
2663,2022-07-02,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0,121,0
2664,2022-09-07,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,9,54,0
2665,2022-05-26,2,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0,158,0
2666,2022-04-29,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,15,185,0
2667,2022-08-05,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,69,0,4387.99999999999,87,0
2668,2022-09-20,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,8,41,0
2669,2022-10-16,1,CloseFaster,FasterAll,User ID Display,NA,Campaign,3,0,0,15,0
2670,2022-08-04,2,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0,88,0
2671,2022-05-07,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,177,0
2672,2022-08-02,4,CloserTwins,Competitors,Domain Display,NA,Campaign,3,0,0,90,0
2673,2022-06-13,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,16,0,0,140,0
2674,2022-05-30,4,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0,154,0
2675,2022-09-25,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,3,0,0,36,0
2676,2022-10-15,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,11,0,0,16,0
2677,2022-06-12,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,3,0,0,141,0
2678,2022-09-03,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,58,0
2679,2022-04-18,1,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,196,0
2680,2022-08-01,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,91,0
2681,2022-06-07,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,8,0,0,146,0
2682,2022-07-13,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,110,0
2683,2022-07-16,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,107,0
2684,2022-08-06,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,11,0,0,86,0
2685,2022-09-08,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,86,53,0
2686,2022-09-24,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,37,0
2687,2022-08-13,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,79,0
2688,2022-10-07,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0,24,0
2689,2022-08-04,2,UnfairAdvantage,one_page,User ID Display,NA,Campaign,2,0,0,88,0
2690,2022-07-27,1,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,54,0,0,96,0
2691,2022-04-25,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,2,189,0
2692,2022-07-19,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,15,104,0
2693,2022-08-04,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,4,0,0,88,0
2694,2022-08-27,NA,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,65,0
2695,2022-09-17,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0,44,0
2696,2022-06-08,3,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,145,0
2697,2022-09-18,NA,(not set),NA,NA,NA,General traffic,166,31,32438.9999999999,43,0
2698,2022-04-28,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,15,0,78,186,0
2699,2022-04-30,3,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,184,0
2700,2022-07-31,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0,92,0
2701,2022-07-11,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,112,0
2702,2022-10-27,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,46,0,1374.99999999999,4,1
2703,2022-05-17,1,CloserTwins,EarlyBird,Facebook,Single image,Campaign,5,0,0,167,0
2704,2022-08-01,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,91,0
2705,2022-09-09,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,3,0,0,52,0
2706,2022-10-25,3,UnfairAdvantage,one_page,User ID Display,NA,Campaign,1,0,0,6,1
2707,2022-04-22,6,SEM Ads,NA,Google SEM,CPC,Campaign,77,0,8636.99999999999,192,0
2708,2022-04-20,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,3,0,0,194,0
2709,2022-08-26,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,6,0,0,66,0
2710,2022-07-19,2,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0,104,0
2711,2022-08-25,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,4,0,1028,67,0
2712,2022-04-21,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,4,0,1,193,0
2713,2022-10-07,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,4,0,0,24,0
2714,2022-05-21,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,163,0
2715,2022-06-19,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,1,0,0,134,0
2716,2022-10-22,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,7,0,0,9,1
2717,2022-09-24,4,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,37,0
2718,2022-06-01,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,4,0,0,152,0
2719,2022-04-18,6,SEM Ads,NA,Google SEM,CPC,Campaign,10,0,576.999999999999,196,0
2720,2022-04-23,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0,191,0
2721,2022-08-01,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,10,0,0,91,0
2722,2022-09-12,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0,49,0
2723,2022-08-30,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,62,0
2724,2022-08-10,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,11,0,0,82,0
2725,2022-05-30,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0,154,0
2726,2022-10-21,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,5,0,0,10,1
2727,2022-08-06,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,86,0
2728,2022-08-15,3,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,2,0,0,77,0
2729,2022-08-10,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,6,0,0,82,0
2730,2022-10-18,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,14,0,0,13,1
2731,2022-10-02,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,29,0
2732,2022-09-30,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,31,0
2733,2022-05-23,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,0,161,0
2734,2022-05-10,4,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0,174,0
